,Pathogen,Frequency Count,Percent of Total Frequency,Year,Population Group
1997,Cedecea davisae,1,<0.1,2020,Adult
1998,Cedecea lapagei,1,<0.1,2020,Adult
1999,Cedecea neteri,1,<0.1,2020,Adult
2000,Cellulomonas,1,<0.1,2020,Adult
2001,Chaetomium,1,<0.1,2020,Adult
2002,Chryseobacterium gleum,1,<0.1,2020,Adult
2003,Chryseomonas,1,<0.1,2020,Adult
2004,Clavispora lusitaniae,1,<0.1,2020,Adult
2005,Clostridium symbiosum,1,<0.1,2020,Adult
2006,Corynebacterium accolens,1,<0.1,2020,Adult
2007,Corynebacterium auriscanis,1,<0.1,2020,Adult
2008,Corynebacterium imitans,1,<0.1,2020,Adult
2009,Corynebacterium kroppenstedtii,1,<0.1,2020,Adult
2010,"Corynebacterium species, not Corynebacterium diphtheriae",1,<0.1,2020,Adult
2011,Corynebacterium pseudodiphtheriticum,1,<0.1,2020,Adult
2012,Corynebacterium pyruviciproducens,1,<0.1,2020,Adult
2013,Corynebacterium resistens,1,<0.1,2020,Adult
2014,Cronobacter,1,<0.1,2020,Adult
2015,Cryptobacterium,1,<0.1,2020,Adult
2016,Cupriavidus,1,<0.1,2020,Adult
2017,Curvularia,1,<0.1,2020,Adult
2018,Curvularia lunata,1,<0.1,2020,Adult
2019,Desulfovibrio,1,<0.1,2020,Adult
2020,"EHEC, serotype O157:H7",1,<0.1,2020,Adult
2021,Entamoeba coli,1,<0.1,2020,Adult
2022,Enterococcus dispar,1,<0.1,2020,Adult
2023,Enterococcus italicus,1,<0.1,2020,Adult
2024,Enterobacter ludwigii,1,<0.1,2020,Adult
2025,Enterococcus ratti,1,<0.1,2020,Adult
2026,Enterococcus malodoratus,1,<0.1,2020,Adult
2027,Genus Enterovirus,1,<0.1,2020,Adult
2028,Ewingella americana,1,<0.1,2020,Adult
2029,Exophiala jeanselmei,1,<0.1,2020,Adult
2030,Facklamia hominis,1,<0.1,2020,Adult
2031,Finegoldia,1,<0.1,2020,Adult
2032,Fusobacterium canifelinum,1,<0.1,2020,Adult
2033,Fusobacterium nucleatum ss fusiforme,1,<0.1,2020,Adult
2034,Fusobacterium periodonticum,1,<0.1,2020,Adult
2035,Gardnerella,1,<0.1,2020,Adult
2036,Neisseria gonorrhoeae,1,<0.1,2020,Adult
2037,Gordonia bronchialis,1,<0.1,2020,Adult
2038,Aggregatibacter actinomycetemcomitans,1,<0.1,2020,Adult
2039,Haemophilus haemoglobinophilus,1,<0.1,2020,Adult
2040,Human herpes simplex virus type 2,1,<0.1,2020,Adult
2041,Kluyvera intermedia,1,<0.1,2020,Adult
2042,Kluyvera,1,<0.1,2020,Adult
2043,Lachnoanaerobaculum orale,1,<0.1,2020,Adult
2044,Lactobacillus iners,1,<0.1,2020,Adult
2045,Lactobacillus salivarius,1,<0.1,2020,Adult
2046,Leifsonia aquatica,1,<0.1,2020,Adult
2047,Leptotrichia buccalis,1,<0.1,2020,Adult
2048,Leptotrichia wadei,1,<0.1,2020,Adult
2049,Listeria innocua,1,<0.1,2020,Adult
2050,Malassezia furfur,1,<0.1,2020,Adult
2051,Malassezia pachydermatis,1,<0.1,2020,Adult
2052,Mobiluncus,1,<0.1,2020,Adult
2053,Mogibacterium timidum,1,<0.1,2020,Adult
2054,Moraxella lacunata,1,<0.1,2020,Adult
2055,Mycobacterium goodii,1,<0.1,2020,Adult
2056,Mycobacterium haemophilum,1,<0.1,2020,Adult
2057,Mycobacterium immunogenum,1,<0.1,2020,Adult
2058,Mycobacterium intracellulare,1,<0.1,2020,Adult
2059,Mycobacterium phocaicum,1,<0.1,2020,Adult
2060,Mycobacterium porcinum,1,<0.1,2020,Adult
2061,Mycoplasma salivarium,1,<0.1,2020,Adult
2062,Neisseria mucosa,1,<0.1,2020,Adult
2063,Neisseria subflava,1,<0.1,2020,Adult
2064,Nocardia farcinica,1,<0.1,2020,Adult
2065,Oligella,1,<0.1,2020,Adult
2066,Paecilomyces lilacinus,1,<0.1,2020,Adult
2067,Paenibacillus,1,<0.1,2020,Adult
2068,Pantoea dispersa,1,<0.1,2020,Adult
2069,Parabacteroides goldsteinii,1,<0.1,2020,Adult
2070,Paracoccus,1,<0.1,2020,Adult
2071,Paracoccus yeei,1,<0.1,2020,Adult
2072,Pasteurella dagmatis,1,<0.1,2020,Adult
2073,Pasteurella multocida ss. gallicida,1,<0.1,2020,Adult
2074,Pasteurella stomatis,1,<0.1,2020,Adult
2075,Penicillium citrinum,1,<0.1,2020,Adult
2076,Peptoniphilus lacrimalis,1,<0.1,2020,Adult
2077,Porphyromonas asaccharolyticus,1,<0.1,2020,Adult
2078,Porphyromonas gingivalis,1,<0.1,2020,Adult
2079,Porphyromonas levii,1,<0.1,2020,Adult
2080,Prevotella corporis,1,<0.1,2020,Adult
2081,Prevotella dentalis,1,<0.1,2020,Adult
2082,Prevotella heparinolytica,1,<0.1,2020,Adult
2083,Prevotella pallens,1,<0.1,2020,Adult
2084,Prototheca zopfii,1,<0.1,2020,Adult
2085,Providencia rustigianii,1,<0.1,2020,Adult
2086,Pseudomonas monteilii,1,<0.1,2020,Adult
2087,Pseudoxanthomonas,1,<0.1,2020,Adult
2088,Rahnella,1,<0.1,2020,Adult
2089,Ralstonia pickettii,1,<0.1,2020,Adult
2090,Ralstonia,1,<0.1,2020,Adult
2091,Raoultella terrigena,1,<0.1,2020,Adult
2092,Human rhinovirus,1,<0.1,2020,Adult
2093,Rhinocladiella,1,<0.1,2020,Adult
2094,Rhizopus microsporus,1,<0.1,2020,Adult
2095,Rhodotorula minuta,1,<0.1,2020,Adult
2096,Scedosporium boydii,1,<0.1,2020,Adult
2097,Shewanella algae,1,<0.1,2020,Adult
2098,Sneathia,1,<0.1,2020,Adult
2099,Sphingobacterium spiritivorum,1,<0.1,2020,Adult
2100,Staphylococcus arlettae,1,<0.1,2020,Adult
2101,Staphylococcus condimenti,1,<0.1,2020,Adult
2102,Staphylococcus gallinarum,1,<0.1,2020,Adult
2103,Staphylococcus hominis novobiosepticus,1,<0.1,2020,Adult
2104,Staphylococcus saprophyticus ss saprophyticus,1,<0.1,2020,Adult
2105,Staphylococcus cohnii ss cohnii,1,<0.1,2020,Adult
2106,Streptococcus alactolyticus,1,<0.1,2020,Adult
2107,Small-colony-forming beta-hemolytic group A streptococci,1,<0.1,2020,Adult
2108,Streptococcus equi,1,<0.1,2020,Adult
2109,Streptococcus gallolyticus subspecies gallolyticus,1,<0.1,2020,Adult
2110,Streptococcus infantis,1,<0.1,2020,Adult
2111,Streptococcus iniae,1,<0.1,2020,Adult
2112,Streptococcus lutetiensis,1,<0.1,2020,Adult
2113,Streptococcus mutans group,1,<0.1,2020,Adult
2114,Streptococcus peroris,1,<0.1,2020,Adult
2115,Streptococcus pseudoporcinus,1,<0.1,2020,Adult
2116,Streptococcus sanguinis group,1,<0.1,2020,Adult
2117,Streptococcus salivarius subsp. salivarius,1,<0.1,2020,Adult
2118,Mycobacterium tuberculosis complex,1,<0.1,2020,Adult
2119,Tissierella,1,<0.1,2020,Adult
2120,Trichosporon,1,<0.1,2020,Adult
2121,Trichoderma,1,<0.1,2020,Adult
2122,Turicella otitidis,1,<0.1,2020,Adult
2123,Ureaplasma parvum,1,<0.1,2020,Adult
2124,Vagococcus fluvialis,1,<0.1,2020,Adult
2125,Veillonella atypica,1,<0.1,2020,Adult
2126,Wangiella dermatitidis,1,<0.1,2020,Adult
2127,Weeksella,1,<0.1,2020,Adult
2128,Weeksella virosa,1,<0.1,2020,Adult
2129,Escherichia coli,19298,15.476037724,2021,Adult
2130,Staphylococcus aureus,12680,10.168730352,2021,Adult
2131,Enterococcus faecalis,11907,9.548822737,2021,Adult
2132,Pseudomonas aeruginosa,10037,8.049175595,2021,Adult
2133,Klebsiella pneumoniae,6943,5.567941233,2021,Adult
2134,Staphylococcus epidermidis,6340,5.084365176,2021,Adult
2135,Enterococcus faecium,5191,4.162924232,2021,Adult
2136,Candida albicans,5097,4.087540899,2021,Adult
2137,Proteus mirabilis,3328,2.668890742,2021,Adult
2138,Candida glabrata,2356,1.889395009,2021,Adult
2139,Enterobacter cloacae complex,2122,1.701738628,2021,Adult
2140,"Staphylococcus, coagulase negative",2049,1.643196253,2021,Adult
2141,Enterobacter cloacae,1860,1.491627638,2021,Adult
2142,Serratia marcescens,1853,1.486013986,2021,Adult
2143,Klebsiella aerogenes,1631,1.30798101,2021,Adult
2144,Klebsiella oxytoca,1434,1.149996792,2021,Adult
2145,Bacteroides fragilis,1360,1.090652467,2021,Adult
2146,Genus Enterococcus,1254,1.00564573,2021,Adult
2147,Candida parapsilosis,1032,0.827612754,2021,Adult
2148,Klebsiella pneumoniae ss. pneumoniae,1015,0.813979598,2021,Adult
2149,Morganella morganii,762,0.611086162,2021,Adult
2150,Stenotrophomonas maltophilia,711,0.570186694,2021,Adult
2151,Citrobacter freundii,709,0.568582793,2021,Adult
2152,Group B streptococcus,692,0.554949638,2021,Adult
2153,Streptococcus anginosus,692,0.554949638,2021,Adult
2154,Candida tropicalis,666,0.534098929,2021,Adult
2155,Bacteroides thetaiotaomicron,607,0.486783858,2021,Adult
2156,Yeast,541,0.433855136,2021,Adult
2157,Citrobacter koseri,529,0.424231732,2021,Adult
2158,Cutibacterium acnes,478,0.383332264,2021,Adult
2159,Acinetobacter baumannii,476,0.381728363,2021,Adult
2160,Lactobacillus,427,0.342432797,2021,Adult
2161,Staphylococcus lugdunensis,419,0.336017194,2021,Adult
2162,Enterococcus avium,402,0.322384038,2021,Adult
2163,Gram-negative bacillus,402,0.322384038,2021,Adult
2164,"Streptococcus, viridans group",351,0.28148457,2021,Adult
2165,Candida dubliniensis,349,0.27988067,2021,Adult
2166,Streptococcus mitis group,324,0.259831911,2021,Adult
2167,Gram-positive coccus,302,0.242189004,2021,Adult
2168,Bacteroides fragilis group,299,0.239783153,2021,Adult
2169,Streptococcus mitis,298,0.238981202,2021,Adult
2170,Staphylococcus haemolyticus,296,0.237377302,2021,Adult
2171,Staphylococcus,286,0.229357798,2021,Adult
2172,Streptococcus anginosus group,263,0.21091294,2021,Adult
2173,Corynebacterium,261,0.20930904,2021,Adult
2174,Bacteroides ovatus,238,0.190864182,2021,Adult
2175,Staphylococcus capitis,237,0.190062231,2021,Adult
2176,Staphylococcus hominis,236,0.189260281,2021,Adult
2177,Corynebacterium striatum,234,0.18765638,2021,Adult
2178,Finegoldia magna,226,0.181240778,2021,Adult
2179,Candida krusei,225,0.180438827,2021,Adult
2180,Enterococcus gallinarum,210,0.168409572,2021,Adult
2181,Streptococcus constellatus,204,0.16359787,2021,Adult
2182,Candida lusitaniae,198,0.158786168,2021,Adult
2183,Diphtheroids,198,0.158786168,2021,Adult
2184,Streptococcus,197,0.157984218,2021,Adult
2185,Candida auris,194,0.155578367,2021,Adult
2186,Bacteroides vulgatus,187,0.149964714,2021,Adult
2187,Klebsiella variicola,187,0.149964714,2021,Adult
2188,Proteus vulgaris,181,0.145153012,2021,Adult
2189,Prevotella bivia,176,0.14114326,2021,Adult
2190,Clostridium perfringens,174,0.13953936,2021,Adult
2191,Candida,171,0.137133509,2021,Adult
2192,Providencia stuartii,160,0.128312055,2021,Adult
2193,Bacteroides,151,0.121094502,2021,Adult
2194,Gram-positive bacillus,148,0.118688651,2021,Adult
2195,Clostridium innocuum,144,0.115480849,2021,Adult
2196,Klebsiella,143,0.114678899,2021,Adult
2197,Haemophilus influenzae,136,0.109065247,2021,Adult
2198,Prevotella,135,0.108263296,2021,Adult
2199,Streptococcus pneumoniae,135,0.108263296,2021,Adult
2200,Rothia mucilaginosa,125,0.100243793,2021,Adult
2201,Acinetobacter calcoaceticus-Acinetobacter baumannii complex,124,0.099441843,2021,Adult
2202,Enterococcus raffinosus,122,0.097837942,2021,Adult
2203,Lactobacillus rhamnosus,117,0.09382819,2021,Adult
2204,Clostridium tertium,115,0.092224289,2021,Adult
2205,Bacillus,113,0.090620389,2021,Adult
2206,Granulicatella adiacens,112,0.089818438,2021,Adult
2207,Citrobacter braakii,111,0.089016488,2021,Adult
2208,Clostridium,111,0.089016488,2021,Adult
2209,Clostridium ramosum,106,0.085006736,2021,Adult
2210,Alpha-hemolytic streptococcus,105,0.084204786,2021,Adult
2211,Citrobacter amalonaticus,105,0.084204786,2021,Adult
2212,Eggerthella lenta,105,0.084204786,2021,Adult
2213,Fusobacterium nucleatum,104,0.083402836,2021,Adult
2214,Staphylococcus hominis hominis,102,0.081798935,2021,Adult
2215,Parabacteroides distasonis,99,0.079393084,2021,Adult
2216,Enterobacter,98,0.078591134,2021,Adult
2217,Pseudomonas,98,0.078591134,2021,Adult
2218,Acinetobacter,95,0.076185283,2021,Adult
2219,Providencia rettgeri,95,0.076185283,2021,Adult
2220,Streptococcus intermedius,95,0.076185283,2021,Adult
2221,Beta-hemolytic streptococcus,92,0.073779432,2021,Adult
2222,Hafnia alvei,90,0.072175531,2021,Adult
2223,Anaerobic Gram-negative bacillus,82,0.065759928,2021,Adult
2224,Cutibacterium,82,0.065759928,2021,Adult
2225,Burkholderia cepacia,80,0.064156027,2021,Adult
2226,Haemophilus parainfluenzae,79,0.063354077,2021,Adult
2227,Pseudomonas putida,79,0.063354077,2021,Adult
2228,Candida parapsilosis complex,76,0.0609482,2021,Adult
2229,Clostridium clostridioforme,76,0.0609482,2021,Adult
2230,Streptococcus pyogenes,76,0.0609482,2021,Adult
2231,Peptostreptococcus,75,0.0601463,2021,Adult
2232,Actinomyces,73,0.0585424,2021,Adult
2233,Gemella haemolysans,72,0.0577404,2021,Adult
2234,Achromobacter xylosoxidans,71,0.0569385,2021,Adult
2235,Bacteroides uniformis,71,0.0569385,2021,Adult
2236,Peptoniphilus asaccharolyticus,70,0.0561365,2021,Adult
2237,Aerococcus urinae,67,0.0537307,2021,Adult
2238,Prevotella melaninogenica,67,0.0537307,2021,Adult
2239,Enterococcus casseliflavus,66,0.0529287,2021,Adult
2240,Propionibacterium,66,0.0529287,2021,Adult
2241,Prevotella buccae,65,0.0521268,2021,Adult
2242,Streptococcus dysgalactiae,65,0.0521268,2021,Adult
2243,Bifidobacterium,64,0.0513248,2021,Adult
2244,Eikenella corrodens,64,0.0513248,2021,Adult
2245,Gardnerella vaginalis,62,<0.1,2021,Adult
2246,Raoultella ornithinolytica,62,<0.1,2021,Adult
2247,Staphylococcus simulans,61,<0.1,2021,Adult
2248,Bacteroides caccae,59,<0.1,2021,Adult
2249,Proteus penneri,59,<0.1,2021,Adult
2250,Saccharomyces cerevisiae,58,<0.1,2021,Adult
2251,Actinomyces odontolyticus,57,<0.1,2021,Adult
2252,Staphylococcus warneri,57,<0.1,2021,Adult
2253,SARS-CoV-2,56,<0.1,2021,Adult
2254,Proteus,56,<0.1,2021,Adult
2255,Anaerobe,55,<0.1,2021,Adult
2256,Corynebacterium amycolatum,55,<0.1,2021,Adult
2257,"Streptococcus, group C",55,<0.1,2021,Adult
2258,Parvimonas micra,54,<0.1,2021,Adult
2259,Clostridioides difficile,52,<0.1,2021,Adult
2260,Anaerobic Gram-positive coccus,51,<0.1,2021,Adult
2261,Candida guilliermondii,51,<0.1,2021,Adult
2262,Citrobacter,51,<0.1,2021,Adult
2263,Prevotella denticola,51,<0.1,2021,Adult
2264,Fusobacterium,50,<0.1,2021,Adult
2265,Pseudomonas fluorescens,50,<0.1,2021,Adult
2266,Enterobacter hormaechei,48,<0.1,2021,Adult
2267,Peptostreptococcus anaerobius,45,<0.1,2021,Adult
2268,Burkholderia cepacia complex,44,<0.1,2021,Adult
2269,Streptococcus parasanguinis,44,<0.1,2021,Adult
2270,Streptococcus sanguinis,43,<0.1,2021,Adult
2271,Anaerobic Gram-positive bacillus,42,<0.1,2021,Adult
2272,Escherichia,42,<0.1,2021,Adult
2273,Streptococcus oralis,41,<0.1,2021,Adult
2274,Actinomyces turicensis,40,<0.1,2021,Adult
2275,Raoultella planticola,40,<0.1,2021,Adult
2276,"Streptococcus, group G",39,<0.1,2021,Adult
2277,Aspergillus fumigatus,38,<0.1,2021,Adult
2278,Staphylococcus pseudintermedius,37,<0.1,2021,Adult
2279,Citrobacter youngae,35,<0.1,2021,Adult
2280,Leptotrichia,35,<0.1,2021,Adult
2281,Peptoniphilus harei,35,<0.1,2021,Adult
2282,Citrobacter farmeri,34,<0.1,2021,Adult
2283,Enterococcus durans,34,<0.1,2021,Adult
2284,Pantoea,34,<0.1,2021,Adult
2285,Staphylococcus caprae,34,<0.1,2021,Adult
2286,Pantoea agglomerans,33,<0.1,2021,Adult
2287,Acinetobacter lwoffi,32,<0.1,2021,Adult
2288,Clostridium septicum,32,<0.1,2021,Adult
2289,"Staphylococcus, coagulase positive",32,<0.1,2021,Adult
2290,Veillonella,32,<0.1,2021,Adult
2291,Bacillus cereus,31,<0.1,2021,Adult
2292,Serratia liquefaciens,31,<0.1,2021,Adult
2293,Enterococcus hirae,30,<0.1,2021,Adult
2294,Mycoplasma hominis,30,<0.1,2021,Adult
2295,"Beta-hemolytic streptococcus, non-Group A, non-Group B",30,<0.1,2021,Adult
2296,Achromobacter,29,<0.1,2021,Adult
2297,Candida kefyr,29,<0.1,2021,Adult
2298,Fermentative Gram-negative bacillus,29,<0.1,2021,Adult
2299,Gemella,28,<0.1,2021,Adult
2300,Propionibacterium avidum,28,<0.1,2021,Adult
2301,Pseudomonas stutzeri,28,<0.1,2021,Adult
2302,Gemella morbillorum,27,<0.1,2021,Adult
2303,Streptococcus salivarius,27,<0.1,2021,Adult
2304,Veillonella parvula,27,<0.1,2021,Adult
2305,Human coronavirus,26,<0.1,2021,Adult
2306,Streptococcus salivarius group,26,<0.1,2021,Adult
2307,Eggerthella,25,<0.1,2021,Adult
2308,Enterobacteriaceae,25,<0.1,2021,Adult
2309,"Streptococcus, group F",25,<0.1,2021,Adult
2310,Klebsiella pneumoniae ss. ozaenae,25,<0.1,2021,Adult
2311,Virus,25,<0.1,2021,Adult
2312,Actinomyces neuii,24,<0.1,2021,Adult
2313,Corynebacterium jeikeium,24,<0.1,2021,Adult
2314,Proteus hauseri,24,<0.1,2021,Adult
2315,Streptococcus gallolyticus,24,<0.1,2021,Adult
2316,Streptococcus gordonii,24,<0.1,2021,Adult
2317,Chryseobacterium indologenes,23,<0.1,2021,Adult
2318,Lactobacillus casei,23,<0.1,2021,Adult
2319,Moraxella catarrhalis,22,<0.1,2021,Adult
2320,Pasteurella multocida,22,<0.1,2021,Adult
2321,Prevotella oralis,22,<0.1,2021,Adult
2322,Prevotella oris,22,<0.1,2021,Adult
2323,Abiotrophia defectiva,22,<0.1,2021,Adult
2324,Citrobacter sedlakii,21,<0.1,2021,Adult
2325,Pluralibacter gergoviae,21,<0.1,2021,Adult
2326,Sphingomonas paucimobilis,21,<0.1,2021,Adult
2327,Staphylococcus intermedius,21,<0.1,2021,Adult
2328,Acinetobacter ursingii,20,<0.1,2021,Adult
2329,Aeromonas hydrophila,20,<0.1,2021,Adult
2330,Candida orthopsilosis,20,<0.1,2021,Adult
2331,Prevotella disiens,20,<0.1,2021,Adult
2332,Serratia,20,<0.1,2021,Adult
2333,Peptoniphilus,19,<0.1,2021,Adult
2334,"Beta-hemolytic Streptococcus, group A",19,<0.1,2021,Adult
2335,Bacillus species not Bacillus anthracis,18,<0.1,2021,Adult
2336,Bifidobacterium breve,18,<0.1,2021,Adult
2337,Burkholderia gladioli,18,<0.1,2021,Adult
2338,Capnocytophaga sputigena,18,<0.1,2021,Adult
2339,Clostridium cadaveris,18,<0.1,2021,Adult
2340,"Clostridium species, not Clostridium perfringens",18,<0.1,2021,Adult
2341,Micrococcus luteus,18,<0.1,2021,Adult
2342,Mycobacterium abscessus,18,<0.1,2021,Adult
2343,Trueperella bernardiae,18,<0.1,2021,Adult
2344,Anaerococcus prevotii,17,<0.1,2021,Adult
2345,Capnocytophaga,17,<0.1,2021,Adult
2346,Eubacterium limosum,17,<0.1,2021,Adult
2347,Streptococcus dysgalactiae subsp. equisimilis,17,<0.1,2021,Adult
2348,Fusarium,16,<0.1,2021,Adult
2349,Serratia odorifera,16,<0.1,2021,Adult
2350,Staphylococcus schleiferi,16,<0.1,2021,Adult
2351,Achromobacter denitrificans,15,<0.1,2021,Adult
2352,Alcaligenes faecalis,15,<0.1,2021,Adult
2353,Alpha-hemolytic Streptococcus species not Streptococcus pneumoniae,15,<0.1,2021,Adult
2354,Burkholderia multivorans,15,<0.1,2021,Adult
2355,Enterobacter asburiae,15,<0.1,2021,Adult
2356,Leuconostoc,15,<0.1,2021,Adult
2357,Micrococcus,15,<0.1,2021,Adult
2358,Neisseria,15,<0.1,2021,Adult
2359,Rothia,15,<0.1,2021,Adult
2360,Acinetobacter pittii,14,<0.1,2021,Adult
2361,Acinetobacter radioresistens,14,<0.1,2021,Adult
2362,Aerobic bacteria,14,<0.1,2021,Adult
2363,Aeromonas,14,<0.1,2021,Adult
2364,Aspergillus,14,<0.1,2021,Adult
2365,Clostridium paraputrificum,14,<0.1,2021,Adult
2366,Delftia acidovorans,14,<0.1,2021,Adult
2367,Moraxella,14,<0.1,2021,Adult
2368,Salmonella,14,<0.1,2021,Adult
2369,Candida metapsilosis,13,<0.1,2021,Adult
2370,Clostridium sordellii,13,<0.1,2021,Adult
2371,Corynebacterium aurimucosum,13,<0.1,2021,Adult
2372,Coryneform bacteria,13,<0.1,2021,Adult
2373,Dermabacter hominis,13,<0.1,2021,Adult
2374,Gemella sanguinis,13,<0.1,2021,Adult
2375,Lactobacillus gasseri,13,<0.1,2021,Adult
2376,Prevotella intermedia,13,<0.1,2021,Adult
2377,Pseudomonas oryzihabitans,13,<0.1,2021,Adult
2378,Staphylococcus capitis ss capitis,13,<0.1,2021,Adult
2379,Acinetobacter calcoaceticus,12,<0.1,2021,Adult
2380,Anaerococcus vaginalis,12,<0.1,2021,Adult
2381,Leptotrichia trevisanii,12,<0.1,2021,Adult
2382,Mycobacterium fortuitum,12,<0.1,2021,Adult
2383,Ochrobactrum anthropi,12,<0.1,2021,Adult
2384,Staphylococcus auricularis,12,<0.1,2021,Adult
2385,Anaerococcus,11,<0.1,2021,Adult
2386,Bacteroides eggerthii,11,<0.1,2021,Adult
2387,Bacteroides pyogenes,11,<0.1,2021,Adult
2388,Debaryomyces hansenii,11,<0.1,2021,Adult
2389,Clostridium sporogenes,11,<0.1,2021,Adult
2390,Corynebacterium tuberculostearicum,11,<0.1,2021,Adult
2391,Fusobacterium necrophorum,11,<0.1,2021,Adult
2392,Fusobacterium varium,11,<0.1,2021,Adult
2393,Hafnia,11,<0.1,2021,Adult
2394,Parabacteroides,11,<0.1,2021,Adult
2395,Porphyromonas,11,<0.1,2021,Adult
2396,Streptococcus bovis group,11,<0.1,2021,Adult
2397,Streptococcus constellatus subspecies constellatus,11,<0.1,2021,Adult
2398,Acid-fast bacillus,10,<0.1,2021,Adult
2399,Candida stellatoidea,10,<0.1,2021,Adult
2400,Coliform bacteria,10,<0.1,2021,Adult
2401,Gardnerella,10,<0.1,2021,Adult
2402,Morganella morganii subsp sibonii,10,<0.1,2021,Adult
2403,"Mycobacterium, avium-intracellulare group",10,<0.1,2021,Adult
2404,Pediococcus acidilactici,10,<0.1,2021,Adult
2405,Prevotella loescheii,10,<0.1,2021,Adult
2406,Raoultella,10,<0.1,2021,Adult
2407,Serratia rubidaea,10,<0.1,2021,Adult
2408,Staphylococcus saprophyticus,10,<0.1,2021,Adult
2409,Staphylococcus saccharolyticus,10,<0.1,2021,Adult
2410,Trichosporon asahii,10,<0.1,2021,Adult
2411,Abiotrophia,9,<0.1,2021,Adult
2412,Anaerococcus tetradius,9,<0.1,2021,Adult
2413,Bacillus cereus group,9,<0.1,2021,Adult
2414,Burkholderia,9,<0.1,2021,Adult
2415,Cronobacter sakazakii,9,<0.1,2021,Adult
2416,Enterobacter cloacae subspecies dissolvens,9,<0.1,2021,Adult
2417,Gram-negative coccus,9,<0.1,2021,Adult
2418,gamma-hemolytic streptococcus,9,<0.1,2021,Adult
2419,Kluyvera ascorbata,9,<0.1,2021,Adult
2420,Lactococcus lactis,9,<0.1,2021,Adult
2421,Moraxella osloensis,9,<0.1,2021,Adult
2422,Streptococcus anginosus-constellatus,9,<0.1,2021,Adult
2423,Small-colony-forming beta-hemolytic group C streptococci,9,<0.1,2021,Adult
2424,Small-colony-forming beta-hemolytic group G streptococci,9,<0.1,2021,Adult
2425,Streptococcus canis,9,<0.1,2021,Adult
2426,Acinetobacter haemolyticus,8,<0.1,2021,Adult
2427,Acinetobacter nosocomialis,8,<0.1,2021,Adult
2428,Acinetobacter junii,8,<0.1,2021,Adult
2429,Actinotignum schaalii,8,<0.1,2021,Adult
2430,Citrobacter werkmanii,8,<0.1,2021,Adult
2431,Genus Clostridioides,8,<0.1,2021,Adult
2432,Clostridium subterminale,8,<0.1,2021,Adult
2433,Corynebacterium pseudodiphtheriticum,8,<0.1,2021,Adult
2434,Escherichia hermannii,8,<0.1,2021,Adult
2435,Gram-variable bacillus,8,<0.1,2021,Adult
2436,Lactobacillus fermentum,8,<0.1,2021,Adult
2437,Leptotrichia wadei,8,<0.1,2021,Adult
2438,Mycobacterium,8,<0.1,2021,Adult
2439,Staphylococcus cohnii,8,<0.1,2021,Adult
2440,Staphylococcus pettenkoferi,8,<0.1,2021,Adult
2441,Stenotrophomonas,8,<0.1,2021,Adult
2442,Tissierella praeacuta,8,<0.1,2021,Adult
2443,Actinomyces europaeus,7,<0.1,2021,Adult
2444,Aureimonas altamirensis,7,<0.1,2021,Adult
2445,Bacteroides stercoris,7,<0.1,2021,Adult
2446,Bilophila wadsworthia,7,<0.1,2021,Adult
2447,Candida guilliermondii var membranaefaciens,7,<0.1,2021,Adult
2448,Curtobacterium,7,<0.1,2021,Adult
2449,Enteropathogenic Escherichia coli,7,<0.1,2021,Adult
2450,Finegoldia,7,<0.1,2021,Adult
2451,Fusobacterium mortiferum,7,<0.1,2021,Adult
2452,Geotrichum,7,<0.1,2021,Adult
2453,Non-fermentative Gram-negative bacillus,7,<0.1,2021,Adult
2454,Granulicatella,7,<0.1,2021,Adult
2455,Lactococcus,7,<0.1,2021,Adult
2456,Leclercia adecarboxylata,7,<0.1,2021,Adult
2457,Mycobacterium mucogenicum,7,<0.1,2021,Adult
2458,Serratia fonticola,7,<0.1,2021,Adult
2459,Sphingomonas,7,<0.1,2021,Adult
2460,Streptococcus gallolyticus subspecies pasteurianus,7,<0.1,2021,Adult
2461,Achromobacter xylosoxidans xylosoxidans,6,<0.1,2021,Adult
2462,Aerococcus,6,<0.1,2021,Adult
2463,Aerococcus viridans,6,<0.1,2021,Adult
2464,Alistipes,6,<0.1,2021,Adult
2465,Parabacteroides merdae,6,<0.1,2021,Adult
2466,Candida duobushaemulonii,6,<0.1,2021,Adult
2467,Clostridium bifermentans,6,<0.1,2021,Adult
2468,Clostridium butyricum,6,<0.1,2021,Adult
2469,Corynebacterium minutissimum,6,<0.1,2021,Adult
2470,Corynebacterium propinquum,6,<0.1,2021,Adult
2471,Elizabethkingia meningoseptica,6,<0.1,2021,Adult
2472,Enterobacter kobei,6,<0.1,2021,Adult
2473,Fusobacterium nucleatum ss nucleatum,6,<0.1,2021,Adult
2474,"Streptococcus, group D",6,<0.1,2021,Adult
2475,Haemophilus,6,<0.1,2021,Adult
2476,Lactobacillus jensenii,6,<0.1,2021,Adult
2477,Genus Mycoplasma,6,<0.1,2021,Adult
2478,Pichia kudriavzevii,6,<0.1,2021,Adult
2479,Propionibacterium granulosum,6,<0.1,2021,Adult
2480,Providencia,6,<0.1,2021,Adult
2481,Staphylococcus capitis subspecies urealyticus,6,<0.1,2021,Adult
2482,Staphylococcus pasteuri,6,<0.1,2021,Adult
2483,Actinomyces meyeri,5,<0.1,2021,Adult
2484,Actinomyces radingae,5,<0.1,2021,Adult
